 ano_dados | id_deputado |                        nome                         |         eixo_maior          | votos_sim | votos_nao | abstencoes | votos_total 
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Ambiental e energetico      |         3 |         2 |          0 |           5
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Cultura e sociedade         |        12 |         5 |          0 |          17
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Cultura e sociedade         |         2 |         0 |          0 |           2
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Cultura e sociedade         |        21 |        25 |          0 |          46
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Cultura e sociedade         |         1 |         1 |          0 |           2
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Economico                   |        69 |        66 |          0 |         135
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Economico                   |        68 |        69 |          0 |         137
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Economico                   |        57 |        41 |          0 |          98
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Economico                   |         9 |         6 |          0 |          15
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Infraestrutura e tecnologia |         8 |         7 |          0 |          15
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Infraestrutura e tecnologia |        12 |         8 |          0 |          20
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Infraestrutura e tecnologia |        18 |        10 |          0 |          28
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Infraestrutura e tecnologia |         0 |         2 |          0 |           2
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Institucional e juridico    |        18 |        28 |          1 |          47
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Institucional e juridico    |        37 |        23 |          0 |          60
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Institucional e juridico    |        72 |        42 |          0 |         114
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Institucional e juridico    |        13 |         6 |          0 |          19
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Internacional               |         6 |         2 |          0 |           8
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Internacional               |         3 |         0 |          0 |           3
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Internacional               |         9 |         1 |          0 |          10
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Internacional               |         1 |         2 |          0 |           3
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Seguranca                   |         2 |         3 |          1 |           6
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Seguranca                   |        23 |        11 |          0 |          34
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Seguranca                   |        24 |        14 |          0 |          38
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Seguranca                   |         8 |         9 |          0 |          17
      2023 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Social                      |        17 |        15 |          2 |          34
      2024 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Social                      |         9 |        15 |          0 |          24
      2025 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Social                      |        60 |        50 |          0 |         110
      2026 |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI                   | Social                      |        11 |         8 |          0 |          19
      2023 |      222429 | LUIS CARLOS GOMES DA SILVA                          | Ambiental e energetico      |        12 |         3 |          0 |          15
      2024 |      222429 | LUIS CARLOS GOMES DA SILVA                          | Ambiental e energetico      |        25 |        20 |          0 |          45
      2025 |      222429 | LUIS CARLOS GOMES DA SILVA                          | Ambiental e energetico      |        29 |        16 |          0 |          45
      2026 |      222429 | LUIS CARLOS GOMES DA SILVA                          | Ambiental e energetico      |         4 |         2 |          0 |           6
